model_key,model_id,task,sample_id,source_file,candidate_source,candidate_text,reference_text,candidate_len,reference_len,parse_error,has_candidate,has_reference,embedding_cosine_similarity,bertscore_precision,bertscore_recall,bertscore_f1
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-011,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""운동하기"", ""tag"": ""건강"", ""date"": null, ""time"": null }, { ""title"": ""프로젝트 기획서 작성"", ""tag"": ""업무"", ""date"": null, ""time"": null }, { ""title"": ""장보기"", ""tag"": ""생활"", ""date"": null, ""time"": null } ] }",운동 운동하기 오늘 프로젝트 프로젝트 기획서 작성하기 오늘 생활 장보기 오늘,207,42,,True,True,0.10632399,0.49896407,0.6892672,0.5788765
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-012,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""발표 자료 수정"", ""tag"": ""업무"", ""date"": ""내일"", ""time"": ""오전"" }, { ""title"": ""팀 회의 참석"", ""tag"": ""업무"", ""date"": ""내일"", ""time"": ""오후 5시"" } ] }",프로젝트 발표 자료 수정하기 내일 오전 회의 팀 회의 참석하기 내일 오후 5시,149,43,,True,True,0.5353103,0.5314106,0.72919196,0.6147859
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-013,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""자격증 강의 1개 듣기"", ""tag"": ""학습"", ""date"": ""이번 주"", ""time"": null }, { ""title"": ""자격증 강의 2개 듣기"", ""tag"": ""학습"", ""date"": ""이번 주"", ""time"": null }, { ""title"": ""자격증 강의 3개 듣기"", ""tag"": ""학습"", ""date"": """,공부 자격증 강의 3개 듣기 이번 주 공부 기출 1회 풀기 이번 주,206,37,"Expecting ',' delimiter: line 14 column 6 (char 221)",True,True,0.43297905,0.54190147,0.6776903,0.6022365
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-014,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""빨래 돌리기"", ""tag"": ""가사"", ""date"": null, ""time"": null }, { ""title"": ""방 청소하기"", ""tag"": ""가사"", ""date"": null, ""time"": null } ] }",집안일 빨래 돌리기 오늘 집안일 방 청소하기 오늘,143,27,,True,True,0.41115043,0.50350213,0.66027653,0.57132965
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-015,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""금요일까지 초안 작성"", ""tag"": ""보고서"", ""date"": ""2023-11-03"", ""time"": ""오후 1시"" }, { ""title"": ""참고자료 정리"", ""tag"": ""보고서"", ""date"": ""2023-11-03"", ""time"": ""오후 3시"" } ] } 참고로,",업무 보고서 초안 작성하기 금요일까지 업무 참고자료 정리하기 금요일까지,178,39,,True,True,0.49614504,0.51799554,0.70811,0.5983136
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-016,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""산책하기"", ""tag"": ""건강"", ""date"": null, ""time"": ""19:00"" }, { ""title"": ""샐러드 준비하기"", ""tag"": ""식사"", ""date"": null, ""time"": ""20:00"" } ] }",운동 산책하기 저녁 7시 요리 샐러드 준비하기,149,25,,True,True,0.32736626,0.48229945,0.6457534,0.5521842
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-017,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""깃 커밋하기"", ""tag"": ""개발"", ""date"": null, ""time"": null }, { ""title"": ""버그 목록 정리하기"", ""tag"": ""품질관리"", ""date"": null, ""time"": null }, { ""title"": ""테스트 돌리기"", ""tag"": ""테스트"", ""date"": null, ""time"": null } ]",개발 깃 커밋하기 오늘 개발 버그 목록 정리하기 오늘 개발 테스트 돌리기 오늘,213,43,"Expecting ',' delimiter: line 21 column 4 (char 313)",True,True,0.4098277,0.52365315,0.7214438,0.6068384
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-018,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""책 읽기"", ""tag"": ""독서"", ""date"": ""내일"", ""time"": null }, { ""title"": ""독서 메모 작성"", ""tag"": ""독서"", ""date"": ""내일"", ""time"": null } ] }",독서 책 30쪽 읽기 내일 독서 독서 메모 남기기 내일,143,30,,True,True,0.5648971,0.47439384,0.6656381,0.55397505
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-019,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""물 마시기"", ""tag"": ""건강"", ""date"": null, ""time"": ""오전 10시"" }, { ""title"": ""스트레칭"", ""tag"": ""운동"", ""date"": null, ""time"": ""오전 10시"" } ] }",건강 물 마시기 오전 10시 운동 스트레칭하기 오전 10시,148,32,,True,True,0.54610413,0.52276397,0.7311869,0.6096542
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,todo_decomposition,TODO-SAMPLE-020,raw_outputs-exaone.jsonl,raw_output,"{ ""todos"": [ { ""title"": ""책상 정리"", ""tag"": ""정리"", ""date"": null, ""time"": null }, { ""title"": ""메일 확인"", ""tag"": ""업무"", ""date"": null, ""time"": null } ] }",정리 책상 정리하기 업무 메일 확인하기,141,21,,True,True,0.26456654,0.46128467,0.67079127,0.54665196
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-001,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""clarifying_question"", ""message"": ""정처기 필기 시험이 3일 후라면, 정확한 시험 날짜가 언제인지 알려주시면 더 구체적인 계획을 도와드릴 수 있어요! 또한, 3단원까지 완료하셨다니 좋네요. 4단원과 5단원 중 어느 부분부터 시작하시겠어요?"", ""missing_fields"": [""정확한 시험 날짜"", ""다음 학습 시작 단원""] }",하루에 어느 정도 시간을 쓸 수 있어?,218,21,,True,True,0.23285297,0.5457642,0.67684555,0.60427797
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-002,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""다음 주 프로젝트 발표를 위한 하루 2시간씩의 계획을 세웠어요. 핵심 내용에 집중하도록 구성했습니다."", ""todos"": [ { ""date"": ""2026-05-23"", ""title"": ""프로젝트 개요 정리"", ""tag"": ""계획"", ""estimated_minutes"": 120 }, { ""date"": ""2026-05-24"", ""title"": ""주요 내용 자료 수집 및 검토"", ""tag"": ""연구"", ""estimated_minutes"": 120 }, { ""date"": ""2026-05-25"", ""title"": ""발표 자료 디자인 및 구성"", ""tag"": ""디자인"", ""estimated_minutes"": 120 }, { ""date"": ""2026-05-26"", ""title"": ""발표 연습 및 피드백 받기"", ""tag"": ""연습"", ""estimated_minutes"": 120 } ], ""calendar_events"": [ { ""date"": ""2026-05-27"", ""title"": ""프로젝트 최종 검토 미팅"", ""description"": ""발표 전날 최종 내용 검토와 피드백을 위한 미팅입니다."", ""tag"": ""미팅"" } ] } 이 계획은 하루에 2시간씩 집중적으로 프로젝트 준비에 임하도록 구성했습니다. 각 날짜별로 주요 작업을 나누어 놓았으니, 필요에 따라 조정하시면 됩니다. 특히 발표 전날에는 최종 검토 미팅을 통해 마지막 점검을 하는 것이 좋을 것 같아요. 잘 준비하셔서 멋진 발표 되시길 바랍니다! 😊",프로젝트 발표 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 프로젝트 발표 흐름 정리 2026-05-21 프로젝트 슬라이드 다듬기 2026-05-22 프로젝트 프로젝트 발표 1차 진행 발표 흐름 정리 2026-05-21 프로젝트 프로젝트 발표 2차 진행 슬라이드 다듬기 2026-05-22,774,166,,True,True,0.6413152,0.5575036,0.69024783,0.61681455
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-003,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""이번 달부터 주 3회, 하루 40분 운동 루틴을 계획해 보았어요!"", ""todos"": [ { ""date"": ""2026-05-23"", ""title"": ""월요일 운동"", ""tag"": ""운동"", ""estimated_minutes"": 40 }, { ""date"": ""2026-05-25"", ""title"": ""수요일 운동"", ""tag"": ""운동"", ""estimated_minutes"": 40 }, { ""date"": ""2026-05-28"", ""title"": ""금요일 운동"", ""tag"": ""운동"", ""estimated_minutes"": 40 } ], ""calendar_events"": [] } 만약 운동 종류나 특별히 집중하고 싶은 부위가 있다면 알려주시면 더 맞춤화된 계획을 도와드릴 수 있어요! 예를 들어, 유산소 운동인지 근력 운동인지, 혹은 특정 근육을 더 강화하고 싶은지 등등요. 어떻게 생각하시나요?",운동 루틴 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 운동 가벼운 전신 운동 2026-05-22 운동 스트레칭 기록 2026-05-23 운동 운동 루틴 1차 진행 가벼운 전신 운동 2026-05-22 운동 운동 루틴 2차 진행 스트레칭 기록 2026-05-23,485,152,,True,True,0.42712525,0.5638701,0.66492975,0.6102442
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-004,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""2주 동안의 효율적인 공부 계획을 세웠어요! 평일과 주말에 정해진 시간을 활용해 자격증 시험 준비에 집중할 수 있도록 도와드릴게요."", ""todos"": [ { ""date"": ""2026-05-20"", ""title"": ""오늘의 학습 목표 설정"", ""tag"": ""계획"", ""estimated_minutes"": 30 }, { ""date"": ""2026-05-21"", ""title"": ""필수 과목 복습"", ""tag"": ""공부"", ""estimated_minutes"": 60 }, { ""date"": ""2026-05-22"", ""title"": ""실습 문제 풀이"", ""tag"": ""실습"", ""estimated_minutes"": 90 }, { ""date"": ""2026-05-23"", ""title"": ""이론 복습 및 퀴즈 풀기"", ""tag"": ""공부"", ""estimated_minutes"": 60 }, { ""date"": ""2026-05-24"", ""title"": ""휴식 및 마인드 리셋"", ""tag"": ""휴식"", ""estimated_minutes"": 120 }, { ""date"": ""2026-05-25"", ""title"": ""주간 복습 및 약점 파악"", ""tag"": ""공부"", ""estimated_minutes"": 90 }, { ""date"": ""2026-05-26"", ""title"": ""주말 집중 학습"", ""tag"": ""공부"", ""estimated_minutes"": 180 }, { ""date"": ""2026-05-27"", ""title"": ""모의 시험 연습"", ""tag"": ""연습"", ""estimated_minutes"": 120 }, { ""date"": ""2026-",자격증 공부 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 자격증 핵심 이론 1회독 2026-05-20 자격증 오답 노트 정리 2026-05-21 자격증 자격증 공부 1차 진행 핵심 이론 1회독 2026-05-20 자격증 자격증 공부 2차 진행 오답 노트 정리 2026-05-21,842,161,"Expecting ',' delimiter: line 52 column 6 (char 1086)",True,True,0.5409354,0.54713017,0.6564541,0.59682715
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-005,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""주말 전에 효율적으로 집안일을 처리하는 계획을 세웠어요!"", ""todos"": [ { ""date"": ""2026-05-20"", ""title"": ""집안일 분배 및 정리"", ""tag"": ""집관리"", ""estimated_minutes"": 60 } ], ""calendar_events"": [] } **세부 계획 제안:** 오늘 1시간 동안 집안일을 효율적으로 처리해보세요! 아래와 같이 시간을 나누어 보는 건 어떨까요? - **00분 ~ 20분:** 주방 정리 (쓰레기 버리기, 식기 세척) - **20분 ~ 40분:** 거실 청소 (먼지 제거, 소파 정리) - **40분 ~ 60분:** 옷장 정리 (옷 정리 및 수납) 각 항목별로 시간을 조금씩 조정해도 좋아요. 중요한 건 꾸준히 진행하는 거예요! 주말 전에 이렇게 해두면 편안한 휴식을 즐길 수 있을 거예요. 추가로 필요한 부분이 있으면 언제든지 알려주세요! 😊",하루에 어느 정도 시간을 쓸 수 있어?,490,21,,True,True,0.48364365,0.50840867,0.7058773,0.5910867
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-006,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""정처기 필기 시험 준비를 위한 3일 계획을 도와드릴게요. 남은 시간 동안 효율적으로 공부할 수 있도록 일정을 나누어 보았습니다."", ""todos"": [ { ""date"": ""2026-05-23"", ""title"": ""3단원 복습 및 문제 풀이"", ""tag"": ""Study"", ""estimated_minutes"": 120 }, { ""date"": ""2026-05-24"", ""title"": ""4단원 시작 및 핵심 개념 이해"", ""tag"": ""Study"", ""estimated_minutes"": 90 }, { ""date"": ""2026-05-25"", ""title"": ""5단원 학습 및 전체 복습"", ""tag"": ""Study"", ""estimated_minutes"": 150 } ], ""calendar_events"": [ { ""date"": ""2026-05-23"", ""title"": ""정처기 필기 시험 대비 스터디"", ""description"": ""오늘은 3단원을 집중적으로 복습하고 문제 풀이 연습을 합니다."", ""tag"": ""Exam Prep"" }, { ""date"": ""2026-05-24"", ""title"": ""새로운 단원 진입"", ""description"": ""4단원을 시작하며 핵심 개념을 확실히 이해하는 시간을 갖습니다."", ""tag"": ""Exam Prep"" }, { ""date"": ""2026-05-25"", ""title"": ""최종 복습 및 준비"", ""description"": ""5단원 학습을 마치고 전체 내용을 복습하여 시험 당일을 준비합니다."", ""tag"": ""Exam Prep"" } ] } 이 계획으로 3일 동안 정처기 필기 시험 준비를 체계적으로 진행할 수 있을 거예요. 각 날의 주요 목표를 따라가다 보면 시험 당일에 자신감을 가지고 임할 수 있",정처기 필기 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 정처기 4과목 핵심 개념 정리 2026-05-22 정처기 기출 1회 풀이 2026-05-23 정처기 정처기 필기 1차 진행 4과목 핵심 개념 정리 2026-05-22 정처기 정처기 필기 2차 진행 기출 1회 풀이 2026-05-23,901,167,,True,True,0.62780106,0.55732894,0.7036918,0.6220165
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-007,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""clarifying_question"", ""message"": ""프로젝트 발표 날짜가 정확히 언제인지 알려주시면 더 구체적인 계획을 세울 수 있을 것 같아요. 그리고 하루에 2시간씩 몇 일 동안 진행할 예정인지도 궁금해요!"", ""missing_fields"": [""발표 날짜"", ""진행 기간 (일수)""] }",프로젝트 발표 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 프로젝트 발표 흐름 정리 2026-05-20 프로젝트 슬라이드 다듬기 2026-05-21 프로젝트 프로젝트 발표 1차 진행 발표 흐름 정리 2026-05-20 프로젝트 프로젝트 발표 2차 진행 슬라이드 다듬기 2026-05-21,188,166,,True,True,0.47476867,0.5875272,0.599767,0.593584
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-008,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""이번 달부터 주 3회, 하루 40분 운동 루틴을 계획해 보았어요!"", ""todos"": [ { ""date"": ""2026-05-23"", ""title"": ""월요일 운동"", ""tag"": ""운동"", ""estimated_minutes"": 40 }, { ""date"": ""2026-05-25"", ""title"": ""수요일 운동"", ""tag"": ""운동"", ""estimated_minutes"": 40 }, { ""date"": ""2026-05-29"", ""title"": ""금요일 운동"", ""tag"": ""운동"", ""estimated_minutes"": 40 } ], ""calendar_events"": [] } 만약 운동 종류나 특별히 원하시는 운동 시간(예: 아침, 오후)이 있다면 알려주시면 더 맞춤화된 계획을 도와드릴 수 있어요! 어떻게 생각하시나요? 😊",운동 루틴 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 운동 가벼운 전신 운동 2026-05-21 운동 스트레칭 기록 2026-05-22 운동 운동 루틴 1차 진행 가벼운 전신 운동 2026-05-21 운동 운동 루틴 2차 진행 스트레칭 기록 2026-05-22,447,152,,True,True,0.4201455,0.5623075,0.6647644,0.60925853
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-009,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""자격증 시험을 위해 효율적인 학습 계획을 세웠어요! 주어진 시간을 잘 활용해보도록 할게요."", ""todos"": [ { ""date"": ""2026-05-21"", ""title"": ""자격증 핵심 개념 복습"", ""tag"": ""Study"", ""estimated_minutes"": 60 }, { ""date"": ""2026-05-22"", ""title"": ""실습 문제 풀이"", ""tag"": ""Practice"", ""estimated_minutes"": 180 }, { ""date"": ""2026-05-23"", ""title"": ""주간 학습 내용 정리"", ""tag"": ""Review"", ""estimated_minutes"": 60 }, { ""date"": ""2026-05-24"", ""title"": ""모의고사 풀이"", ""tag"": ""Mock Test"", ""estimated_minutes"": 180 }, { ""date"": ""2026-05-25"", ""title"": ""휴식 및 재충전"", ""tag"": ""Rest"", ""estimated_minutes"": 180 }, { ""date"": ""2026-05-26"", ""title"": ""핵심 개념 복습"", ""tag"": ""Study"", ""estimated_minutes"": 60 }, { ""date"": ""2026-05-27"", ""title"": ""최신 출제 경향 분석"", ""tag"": ""Analysis"", ""estimated_minutes"": 60 }, { ""date"": ""2026-05-28"", ""title"": ""최종 모의고사"", ""tag"": ""Final Mock Test"", ""estimated_minutes"": 180 }, { ""date"": ""2026-05-29"", ""title"": """,하루에 어느 정도 시간을 쓸 수 있어?,873,21,"Expecting ',' delimiter: line 52 column 6 (char 1099)",True,True,0.27173138,0.40131104,0.6621223,0.49973416
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-010,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""주말 전에 효율적으로 집안일을 처리하는 계획을 세웠어요!"", ""todos"": [ { ""date"": ""2026-05-20"", ""title"": ""집안일 분배 및 정리"", ""tag"": ""집관리"", ""estimated_minutes"": 60 } ], ""calendar_events"": [] } **세부 계획 안내:** 오늘 2026년 5월 20일에 1시간 동안 집안일을 집중적으로 처리하는 것이 좋겠어요! 아래와 같이 계획을 세워보았습니다. 1. **오전 10시 ~ 11시**: - **할 일**: 옷장 정리 및 옷 정리 - **목표**: 계절별 옷을 정리하고 필요 없는 옷은 정리해보세요. - **예상 소요 시간**: 약 60분 중 일부를 차지할 것입니다. 2. **오후 1시 ~ 2시**: - **할 일**: 주방 청소 - **목표**: 싱크대, 가스레인지, 냉장고 내부 등 주방 곳곳을 청소합니다. - **예상 소요 시간**: 약 60분 중 나머지 부분을 차지할 것입니다. **팁**: - 작은 작업들을 나누어서 진행하면 더 효율적일 수 있어요. 예를 들어, 옷장 정리 중에 동시에 세탁물을 정리하는 것도 좋습니다. - 필요하다면, 가족이나 친구와 함께 하는 것도 좋은 방법이에요. 함께하면 더 빠르고 재미있을 수 있답니다! 주말 전에 깔끔한 몽글마을을 만들어보세요! 추가로 도움이 필요하시면 언제든지 말씀해주세요. 😊",집안일 정리 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 집안일 공간별 정리 2026-05-20 집안일 분리수거 준비 2026-05-21 집안일 집안일 정리 1차 진행 공간별 정리 2026-05-20 집안일 집안일 정리 2차 진행 분리수거 준비 2026-05-21,720,153,,True,True,0.6941642,0.5482363,0.66327536,0.6002941
exaone,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,planner_chatbot,PLAN-SAMPLE-011,raw_outputs-exaone.jsonl,raw_output,"{ ""response_type"": ""plan"", ""summary"": ""정처기 필기 시험을 앞두고 남은 기간 동안 효율적으로 공부할 수 있는 계획을 세웠어요. 특히 3단원까지 완료하셨다니, 그 부분을 기반으로 나머지 단원을 집중적으로 다룰 예정입니다."", ""todos"": [ { ""date"": ""2026-05-21"", ""title"": ""3단원 복습 및 이해도 점검"", ""tag"": ""핵심 복습"", ""estimated_minutes"": 120 }, { ""date"": ""2026-05-22"", ""title"": ""4단원 집중 학습"", ""tag"": ""신규 학습"", ""estimated_minutes"": 180 }, { ""date"": ""2026-05-23"", ""title"": ""5단원 핵심 개념 정리 및 문제 풀이"", ""tag"": ""문제 풀이"", ""estimated_minutes"": 150 }, { ""date"": ""2026-05-24"", ""title"": ""전체 단원 복습 및 모의고사 연습"", ""tag"": ""종합 복습"", ""estimated_minutes"": 240 } ], ""calendar_events"": [ { ""date"": ""2026-05-25"", ""title"": ""정처기 필기 시험"", ""description"": ""정처기 필기 시험 당일입니다. 최선을 다해 준비한 내용을 발휘하세요!"", ""tag"": ""시험"" } ] } 이 계획은 남은 5일 동안 효율적으로 공부할 수 있도록 구성했어요. 특히 시험 당일인 5월 25일은 명확히 표시해두었습니다. 각 날의 주요 활동을 통해 3단원부터 시작해 전체 내용을 복습하고 문제 풀이까지 포함시켜 시험에 대비할 수 있도록 했습니다. 필요하다면 추가적인 조정도 도와드릴 수 있으니, 언제든지 말씀해 주세요!",정처기 필기 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 정처기 4과목 핵심 개념 정리 2026-05-21 정처기 기출 1회 풀이 2026-05-22 정처기 정처기 필기 1차 진행 4과목 핵심 개념 정리 2026-05-21 정처기 정처기 필기 2차 진행 기출 1회 풀이 2026-05-22,863,167,,True,True,0.6282977,0.5484111,0.699219,0.61470056
