run_id,model_key,task,sample_id,raw_output,parse_error,error,_source_file,_source_line,auto_eval.json_valid,auto_eval.schema_valid,auto_eval.korean_output,auto_eval.length_valid,auto_eval.output_length,auto_eval.forbidden_detected,auto_eval.error,auto_eval.latency_sec,auto_eval.speed_score,auto_eval.generated_tokens,auto_eval.tokens_per_sec,auto_eval.auto_score,auto_eval.todo_direct_overlap_rate,auto_eval.todo_direct_related_violation,auto_eval.persona_keyword_hit_rate,auto_eval.worldview_term_hit,auto_eval.distinct_1,auto_eval.distinct_2,auto_eval.todo_count,auto_eval.todo_count_accuracy,auto_eval.empty_todo_rate,auto_eval.duplicate_todo_rate,auto_eval.tag_presence_rate,auto_eval.date_field_rate,auto_eval.time_field_rate,auto_eval.tag_accuracy_hint,auto_eval.task_coverage_hint,auto_eval.response_type_valid,auto_eval.response_type_accuracy,auto_eval.clarifying_schema_valid,auto_eval.plan_schema_valid,auto_eval.date_valid,auto_eval.todo_convertibility,auto_eval.calendar_convertibility,auto_eval.tag_coverage,auto_eval.quest_mention_hint,auto_eval.user_todo_leak_rate,auto_eval.repetitive_phrase_hint,auto_eval.sns_post_valid,auto_eval.event_relevance_hint,auto_eval.comment_reply_relevance_hint,auto_eval.feed_context_relevance_hint,auto_eval.pressure_phrase_detected,auto_eval.comfort_phrase_hit,auto_eval.character_name_used
20260526_051438_6654ff0b,llama-3b,character_message_generation,MSG-SAMPLE-007,"{""message"": ""모아, 달빛 조약돌은 저는 작은 달빛 숲에住는 친구가 보았어. 그는 창가에 두었던 조약돌이 방 안이 밝아지는데,夜의 bóng이 다 gone해. 그 친구가 제가 말할 때, 그는 조용한 밤이 조금 덜 외로웠어. 저도 그런 nights가 많아, 조용한 밤에 달빛 조약",Unterminated string starting at: line 1 column 13 (char 12),,failure_cases-llama-3b_gemma3-4b.jsonl,11,False,False,True,False,159,False,False,0.8815,5.0,96.0,108.905,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,llama-3b,character_message_generation,MSG-SAMPLE-009,"{""message"": ""오늘은 작은 체크리스트를 새로 접어두었어. 한 칸씩 채워지는 모습을 보면 마음도 단정해져. 그리고 어떤 방법을 사용해 볼래? 예를 들어, 일일 목표를 세우거나 일단 한 가지 일을 시작하면 안 되지?"")","Expecting ',' delimiter: line 1 column 125 (char 124)",,failure_cases-llama-3b_gemma3-4b.jsonl,12,False,False,True,False,125,False,False,0.6397,5.0,72.0,112.553,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-006,"```json
{
  ""response_type"": ""plan"",
  ""summary"": ""정처기 필기 시험 3단원 완성을 위한 3일간의 학습 계획입니다. 매일 조금씩 꾸준히 진행하는 것이 중요해요! 😊"",
  ""todos"": [
    {
      ""date"": ""2026-05-23"",
      ""title"": ""정처기 3단원 핵심 개념 복습"",
      ""tag"": ""학습"",
      ""estimated_minutes"": 60
    },
    {
      ""date"": ""2026-05-23"",
      ""title"": ""3단원 문제 풀이 (10문제)"",
      ""tag"": ""문제 풀이"",
      ""estimated_minutes"": 90
    },
    {
      ""date"": ""2026-05-24"",
      ""title"": ""정처기 3단원 오답 노트 정리"",
      ""tag"": ""복습"",
      ""estimated_minutes"": 45
    },
    {
      ""date"": ""2026-05-24"",
      ""title"": ""3단원 관련 추가 자료 학습 (30분)"",
      ""tag"": ""학습"",
      ""estimated_minutes"": 30
    },
    {
      ""date"": ""2026-05-25"",
      ""title"": ""정처기 3단원 문제 풀이 (10문제)"",
      ""tag"": ""문제 풀이"",
      ""estimated_minutes"": 90
    },
    {
      ""date"": ""2026-05-25"",
      ""title"": ""3단원 모의고사 풀이 (30분)"",
      ""tag"": ""모의고사"",
      ""estimated_minutes"": 30
    }
  ],
  ""calendar_events"": [
    {
      ""date"": ""2026-05-23"",
      ""title"": ""정처기 3단원 학습"",
      ""description"": ""핵심 개념 복습 및 문제 풀이"",
      ""tag"": ""시험 대비""
    },
    {
      ""date"": ""","Expecting ',' delimiter: line 48 column 6 (char 1046)",,failure_cases-llama-3b_gemma3-4b.jsonl,13,False,False,True,True,1077,False,False,7.3426,4.77,512.0,69.73,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-001,"```json
{
  ""quest"": ""최벨리는 깃털 하나를 발견하고, 그것을 보관하는 방법을 생각해 보며 작은 상자를 만들기로 결심했어요.""
}
```",,,failure_cases-llama-3b_gemma3-4b.jsonl,14,True,True,True,False,56,False,False,0.926,5.0,64.0,69.114,3.67,0.0,False,0.0,False,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-002,"```json
{""quest"": ""최벨리는 숲 속에서 발견한 반짝이는 돌멩이를 정리하려고 작은 상자에 담았습니다.""}
```",,,failure_cases-llama-3b_gemma3-4b.jsonl,15,True,True,True,False,44,False,False,0.9275,5.0,64.0,69.003,4.16,0.0,False,0.1,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-004,"```json
{
  ""quest"": ""최벨리가 털뭉치를 정리하면서 꼬리를 흔들고, 작은 상자를 꼼꼼히 확인했다.""
}
```",,,failure_cases-llama-3b_gemma3-4b.jsonl,16,True,True,True,False,41,False,False,0.9331,5.0,64.0,68.589,4.11,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-005,"```json
{""quest"": ""최벨리가 깃털을 모아서 작은 깃털집을 만들었다. 깃털집 안에 넣어주고, 따뜻한 햇볕 아래서 잠시 쉬라고 권유했다.""}
```",,,failure_cases-llama-3b_gemma3-4b.jsonl,17,True,True,True,False,63,False,False,0.9359,5.0,64.0,68.383,3.73,0.0,False,0.13333333333333333,False,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-006,"```json
{""quest"": ""최벨리는 깃털 모양의 작은 빵을 만들어서 마을 구석구석에 뿌렸다. 깃털빵을 찾아다니며, 마을 사람들에게 기분 좋은 하루를 선물하는 것을 좋아한다.""}
```",,,failure_cases-llama-3b_gemma3-4b.jsonl,18,True,True,True,False,81,False,False,0.9633,5.0,64.0,66.438,4.11,0.0,False,0.0,True,0.9473684210526315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-007,"```json
{""quest"": ""최벨리가 깃털 하나를 발견하고, 그것을 예쁘게 꾸며서 마을 게시판에 붙여주기로 했어요. 깃털을 다듬고, 작은 꽃잎과 나뭇잎을 엮어서 깃털에 장식했답니다",Unterminated string starting at: line 1 column 11 (char 10),,failure_cases-llama-3b_gemma3-4b.jsonl,19,False,False,True,False,103,False,False,0.9901,5.0,64.0,64.64,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-008,"```json
{""quest"": ""최벨리는 깃털 모양의 작은 책을 발견하고, 꼼꼼하게 정리하여 책상 위에 세워두었다.""}
```",,,failure_cases-llama-3b_gemma3-4b.jsonl,20,True,True,True,False,46,False,False,0.9384,5.0,64.0,68.201,4.11,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-009,"```json
{""quest"": ""최벨리는 오늘 아침, 마을 사람들의 밥상에 맛있는 열매잼을 조금씩 나눠주며 기분 좋게 하루를 시작했어요.""}
```",,,failure_cases-llama-3b_gemma3-4b.jsonl,21,True,True,True,False,58,False,False,0.9366,5.0,64.0,68.332,4.11,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,quest_generation,QUEST-SAMPLE-010,"```json
{""quest"": ""최벨리가 깃 커밋하는 방법을 배우기 위해 마을 친구들의 코드를 꼼꼼히 살펴보았어요. 깃 저장소를 열어보고, 변경된 부분을 조심스럽게 정리하며, 새로운 페이지를 만들어 넣는 과정을 관찰하며 즐거운 시간을 보",Unterminated string starting at: line 1 column 11 (char 10),,failure_cases-llama-3b_gemma3-4b.jsonl,22,False,False,True,False,133,False,False,0.918,5.0,64.0,69.717,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260526_051438_6654ff0b,gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-009,"```json
{
  ""post"": ""오늘 아침, 몽글마을 우편함에 예쁜 리본 달아주었어요! 😊 덕분에 마을이 더 반짝반짝 ✨ 기분 좋은 하루 시작!”
}
```",Invalid control character at: line 2 column 75 (char 76),,failure_cases-llama-3b_gemma3-4b.jsonl,23,False,False,True,True,90,False,False,1.4385,5.0,96.0,66.736,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-001,"```json
{
  ""todos"": [
    {
      ""title"": ""운동하기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    },
    {
      ""title"": ""프로젝트 기획서 작성"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    },
    {
      ""title"": ""장보기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,1,True,True,True,True,197,False,False,224.5676,1.0,,,4.6,,,,,,,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-002,"```json
{
  ""todos"": [
    {
      ""title"": ""발표 자료 수정하기"",
      ""tag"": ""업무"",
      ""date"": ""내일"",
      ""time"": ""오전""
    },
    {
      ""title"": ""팀 회의 참석하기"",
      ""tag"": ""회의"",
      ""date"": ""내일"",
      ""time"": ""오후 5시""
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,2,True,True,True,True,145,False,False,22.2249,1.0,,,5.0,,,,,,,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-003,"```json
{
  ""todos"": [
    {
      ""title"": ""자격증 강의 듣기"",
      ""tag"": ""학습"",
      ""date"": ""이번 주""
    },
    {
      ""title"": ""기출문제 풀기"",
      ""tag"": ""시험 준비"",
      ""date"": ""이번 주""
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,3,True,True,True,True,118,False,False,20.7881,1.0,,,4.8,,,,,,,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-004,"```json
{
  ""todos"": [
    {
      ""title"": ""빨래 돌리기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    },
    {
      ""title"": ""방 청소하기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,4,True,True,True,True,135,False,False,23.2132,1.0,,,4.6,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-005,"```json
{
  ""todos"": [
    {
      ""title"": ""보고서 초안 작성"",
      ""tag"": ""업무"",
      ""date"": ""금요일""
    },
    {
      ""title"": ""참고자료 정리"",
      ""tag"": ""업무"",
      ""date"": ""금요일""
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,5,True,True,True,True,113,False,False,22.7284,1.0,,,5.0,,,,,,,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-006,"```json
{
  ""todos"": [
    {
      ""title"": ""산책하기"",
      ""tag"": ""운동"",
      ""date"": ""오늘"",
      ""time"": ""저녁 7시""
    },
    {
      ""title"": ""샐러드 준비하기"",
      ""tag"": ""요리"",
      ""date"": ""오늘""
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,6,True,True,True,True,124,False,False,24.5967,1.0,,,5.0,,,,,,,2.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-007,"```json
{
  ""todos"": [
    {
      ""title"": ""깃 커밋하기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    },
    {
      ""title"": ""버그 목록 정리하기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    },
    {
      ""title"": ""테스트 실행하기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,7,True,True,True,True,203,False,False,29.4965,1.0,,,4.6,,,,,,,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-008,"```json
{""todos"": [{""title"": ""책 읽기"", ""tag"": ""독서"", ""date"": ""내일"", ""time"": null}, {""title"": ""메모 작성"", ""tag"": ""기록"", ""date"": ""내일"", ""time"": null}]}
```",,,failure_cases-midm_base.jsonl,8,True,True,True,True,132,False,False,15.4083,1.0,,,4.8,,,,,,,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-009,"```json
{
  ""todos"": [
    {
      ""title"": ""물 마시기"",
      ""tag"": null,
      ""date"": null,
      ""time"": ""오전 10시""
    },
    {
      ""title"": ""스트레칭"",
      ""tag"": null,
      ""date"": null,
      ""time"": ""오전 10시""
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,9,True,True,True,True,140,False,False,22.1435,1.0,,,4.4,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,todo_decomposition,TODO-SAMPLE-010,"```json
{
  ""todos"": [
    {
      ""title"": ""책상 정리하기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    },
    {
      ""title"": ""메일 확인하기"",
      ""tag"": null,
      ""date"": null,
      ""time"": null
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,10,True,True,True,True,137,False,False,19.5317,1.0,,,4.6,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
20260522_022223_98ecab57,midm-base,planner_chatbot,PLAN-SAMPLE-001,"```json
{
  ""response_type"": ""plan"",
  ""summary"": ""3일 동안 C언어 핵심 개념을 집중적으로 마스터하고, 실전 문제로 마무리해요!"",
  ""todos"": [
    {
      ""date"": ""2026-05-21"",
      ""title"": ""C언어 문법 복습 (변수, 자료형, 연산자)"",
      ""tag"": ""이론"",
      ""estimated_minutes"": 90
    },
    {
      ""date"": ""2026-05-22"",
      ""title"": ""제어문 & 함수 완전 정복"",
      ""tag"": ""이론"",
      ""estimated_minutes"": 90
    },
    {
      ""date"": ""2026-05-23"",
      ""title"": ""실전 문제 풀이 및 오답 정리"",
      ""tag"": ""문제풀이"",
      ""estimated_minutes"": 120
    }
  ],
  ""calendar_events"": [
    {
      ""date"": ""2026-05-21"",
      ""title"": ""C언어 기초 다지기"",
      ""description"": ""변수 선언부터 조건문까지 꼼꼼히 복습해요!"",
      ""tag"": ""이론""
    },
    {
      ""date"": ""2026-05-22"",
      ""title"": ""제어문 마스터하기"",
      ""description"": ""반복문과 조건문 예제를 직접 풀어보세요!"",
      ""tag"": ""이론""
    },
    {
      ""date"": ""2026-05-23"",
      ""title"": ""최종 점검 데이"",
      ""description"": ""모의고사 풀고 틀린 문제 집중 분석!"",
      ""tag"": ""문제풀이""
    }
  ]
}
```",,,failure_cases-midm_base.jsonl,11,True,True,True,True,698,False,False,90.3602,1.0,,,4.6,,,,,,,,,,,,,,,,True,0.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,
20260522_022223_98ecab57,midm-base,planner_chatbot,PLAN-SAMPLE-002,"{""response_type"": ""plan"", ""summary"": ""하루 2시간씩 투자해서 다음 주 발표까지 완벽하게 준비해보자! 핵심 자료 정리부터 실전 연습까지 단계별로 나눠서 효율적으로 진행할게."", ""todos"": [{""date"": ""2026-05-21"", ""title"": ""프로젝트 개요 및 목표 정리"", ""tag"": ""자료정리"", ""estimated_minutes"": 120}, {""date"": ""2026-05-22"", ""title"": ""주요 데이터 및 통계 분석"", ""tag"": ""데이터분석"", ""estimated_minutes"": 120}, {""date"": ""2026-05-23"", ""title"": ""발표 슬라이드 초안 제작"", ""tag"": ""슬라이드제작"", ""estimated_minutes"": 120}, {""date"": ""2026-05-24"", ""title"": ""발표 스크립트 작성 및 리허설"", ""tag"": ""스크립트작성"", ""estimated_minutes"": 120}], ""calendar_events"": [{""date"": ""2026-05-25"", ""title"": ""최종 슬라이드 검토 및 수정"", ""description"": ""발표 전날 최종 점검으로 슬라이드 완성도 높이기"", ""tag"": ""최종점검""}, {""date"": ""2026-05-26"", ""title"": ""실전 모의 발표 및 피드백"", ""description"": ""실제 발표처럼 연습하며 시간 체크 및 개선점 찾기"", ""tag"": ""모의발표""}]}",,,failure_cases-midm_base.jsonl,12,True,True,True,True,745,False,False,85.6999,1.0,,,5.0,,,,,,,,,,,,,,,,True,1.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,
