model_key,task,sample_id,_source_file,_source_run_id,_source_created_at,auto_eval.json_valid,auto_eval.schema_valid,auto_eval.korean_output,auto_eval.length_valid,auto_eval.output_length,auto_eval.forbidden_detected,auto_eval.error,auto_eval.latency_sec,auto_eval.speed_score,auto_eval.todo_count,auto_eval.todo_count_accuracy,auto_eval.empty_todo_rate,auto_eval.duplicate_todo_rate,auto_eval.tag_presence_rate,auto_eval.date_field_rate,auto_eval.time_field_rate,auto_eval.tag_accuracy_hint,auto_eval.task_coverage_hint,auto_eval.generated_tokens,auto_eval.tokens_per_sec,auto_eval.auto_score,auto_eval.response_type_valid,auto_eval.response_type_accuracy,auto_eval.clarifying_schema_valid,auto_eval.plan_schema_valid,auto_eval.date_valid,auto_eval.todo_convertibility,auto_eval.calendar_convertibility,auto_eval.tag_coverage,auto_eval.todo_direct_overlap_rate,auto_eval.todo_direct_related_violation,auto_eval.persona_keyword_hit_rate,auto_eval.worldview_term_hit,auto_eval.distinct_1,auto_eval.distinct_2,auto_eval.quest_mention_hint,auto_eval.user_todo_leak_rate,auto_eval.repetitive_phrase_hint,auto_eval.sns_post_valid,auto_eval.event_relevance_hint,auto_eval.comment_reply_relevance_hint,auto_eval.feed_context_relevance_hint,auto_eval.pressure_phrase_detected,auto_eval.comfort_phrase_hit,auto_eval.character_name_used
llama-3b,planner_chatbot,PLAN-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,163,False,False,0.4208,5.0,,,,,,,,,,51.0,121.198,3.8,True,1.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,277,False,False,0.7518,5.0,,,,,,,,,,93.0,123.703,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,115,False,False,0.3107,5.0,,,,,,,,,,37.0,119.086,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,2012,False,False,4.0996,5.0,,,,,,,,,,512.0,124.89,2.2,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,147,False,False,0.4714,5.0,,,,,,,,,,57.0,120.916,3.8,True,1.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,163,False,False,0.4253,5.0,,,,,,,,,,51.0,119.915,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,277,False,False,0.7578,5.0,,,,,,,,,,93.0,122.724,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,115,False,False,0.3124,5.0,,,,,,,,,,37.0,118.438,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,127,False,False,0.3441,5.0,,,,,,,,,,41.0,119.151,3.8,True,1.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,planner_chatbot,PLAN-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,147,False,False,0.4717,5.0,,,,,,,,,,57.0,120.84,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,89,False,False,0.579,5.0,,,,,,,,,,63.0,108.808,4.16,,,,,,,,,0.0,False,0.1,True,0.9090909090909091,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,17,False,False,0.2104,5.0,,,,,,,,,,23.0,109.316,4.56,,,,,,,,,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,12,False,False,0.2107,5.0,,,,,,,,,,23.0,109.16,3.81,,,,,,,,,1.0,True,0.3333333333333333,False,1.0,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,101,False,False,0.5084,5.0,,,,,,,,,,59.0,116.05,2.33,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,61,False,False,0.3555,5.0,,,,,,,,,,40.0,112.518,3.25,,,,,,,,,0.5,True,0.07142857142857142,False,0.875,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,12,False,False,0.1359,5.0,,,,,,,,,,14.0,103.017,4.11,,,,,,,,,0.0,False,0.0,False,1.0,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,12,False,False,0.1361,5.0,,,,,,,,,,14.0,102.866,4.11,,,,,,,,,0.0,False,0.0,False,1.0,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,39,False,False,0.3079,5.0,,,,,,,,,,35.0,113.673,4.56,,,,,,,,,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,71,False,False,0.4071,5.0,,,,,,,,,,47.0,115.451,3.22,,,,,,,,,0.5,True,0.0,False,1.0,1.0,,,,,,,,,,
llama-3b,quest_generation,QUEST-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,17,False,False,0.1777,5.0,,,,,,,,,,19.0,106.922,4.11,,,,,,,,,0.0,False,0.0,False,1.0,1.0,,,,,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,84,False,False,0.4926,5.0,,,,,,,,,,58.0,117.743,4.91,,,,,,,,,,,,,0.9545454545454546,1.0,0.8,0.0,0.045454545454545414,True,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,88,False,False,0.6517,5.0,,,,,,,,,,77.0,118.153,4.63,,,,,,,,,,,,,0.9545454545454546,1.0,0.16666666666666666,0.0,0.045454545454545414,True,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,109,False,False,0.6345,5.0,,,,,,,,,,74.0,116.627,4.85,,,,,,,,,,,,,0.9642857142857143,1.0,0.6666666666666666,0.0,0.0357142857142857,True,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,103,False,False,0.6485,5.0,,,,,,,,,,76.0,117.194,4.56,,,,,,,,,,,,,0.9166666666666666,1.0,0.0,0.0,0.08333333333333337,True,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,132,False,False,0.7335,5.0,,,,,,,,,,85.0,115.883,4.91,,,,,,,,,,,,,0.9428571428571428,1.0,0.8,0.0,0.05714285714285716,True,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,162,False,False,0.8191,5.0,,,,,,,,,,96.0,117.202,2.78,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,107,False,False,0.6349,5.0,,,,,,,,,,70.0,110.254,4.56,,,,,,,,,,,,,0.875,1.0,0.0,0.0,0.125,True,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,153,False,False,0.8297,5.0,,,,,,,,,,96.0,115.704,2.78,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,63,False,False,0.4904,5.0,,,,,,,,,,56.0,114.192,4.64,,,,,,,,,,,,,1.0,1.0,0.2,0.0,0.0,True,,,,,,
llama-3b,feed_post_generation,FEED-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,110,False,False,0.6931,5.0,,,,,,,,,,81.0,116.866,4.82,,,,,,,,,,,,,0.9642857142857143,1.0,0.6,0.0,0.0357142857142857,True,,,,,,
llama-3b,character_message_generation,MSG-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,True,76,False,False,0.3023,5.0,,,,,,,,,,33.0,109.163,2.78,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,character_message_generation,MSG-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,45,False,False,0.2952,5.0,,,,,,,,,,32.0,108.401,4.11,,,,,,,,,,,,,,,,,,,0.0,,,False,False,False
llama-3b,character_message_generation,MSG-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,59,False,False,0.3906,5.0,,,,,,,,,,44.0,112.647,4.11,,,,,,,,,,,,,,,,,,,0.0,,,False,False,False
llama-3b,character_message_generation,MSG-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,98,False,False,0.5001,5.0,,,,,,,,,,57.0,113.977,3.67,,,,,,,,,,,,,,,,,,,0.0,,,True,False,False
llama-3b,character_message_generation,MSG-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,76,False,False,0.4968,5.0,,,,,,,,,,55.0,110.709,4.11,,,,,,,,,,,,,,,,,,,0.0,0.125,0.18181818181818182,False,False,False
llama-3b,character_message_generation,MSG-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,163,False,False,0.8411,5.0,,,,,,,,,,96.0,114.136,2.33,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,character_message_generation,MSG-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,159,False,False,0.8815,5.0,,,,,,,,,,96.0,108.905,2.33,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,character_message_generation,MSG-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,95,False,False,0.5678,5.0,,,,,,,,,,64.0,112.716,4.11,,,,,,,,,,,,,,,,,,,0.0,0.5714285714285714,0.0,False,False,False
llama-3b,character_message_generation,MSG-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,125,False,False,0.6397,5.0,,,,,,,,,,72.0,112.553,2.33,,,,,,,,,,,,,,,,,,,,,,,,
llama-3b,character_message_generation,MSG-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,47,False,False,0.3703,5.0,,,,,,,,,,40.0,108.021,4.56,,,,,,,,,,,,,,,,,,,0.0,0.0,0.08333333333333333,False,True,False
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,113,False,False,1.8555,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,128.0,68.984,5.0,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,113,False,False,1.9178,5.0,2.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,128.0,66.743,5.0,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,116,False,False,1.9381,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,128.0,66.044,5.0,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,134,False,False,1.9346,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,128.0,66.164,4.6,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,98,False,False,1.9386,5.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,128.0,66.027,5.0,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,138,False,False,1.9255,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,128.0,66.476,5.0,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,200,False,False,1.9759,5.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,128.0,64.781,5.0,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,132,False,False,1.9262,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,128.0,66.452,4.8,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,140,False,False,1.8659,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,128.0,68.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,todo_decomposition,TODO-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,78,False,False,1.8916,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,128.0,67.668,5.0,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,596,False,False,7.4369,4.76,,,,,,,,,,512.0,68.846,4.6,True,0.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,213,False,False,8.0131,4.7,,,,,,,,,,512.0,63.895,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,252,False,False,8.0131,4.7,,,,,,,,,,512.0,63.895,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,224,False,False,7.7603,4.72,,,,,,,,,,512.0,65.977,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,222,False,False,7.4546,4.75,,,,,,,,,,512.0,68.682,3.8,True,1.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,True,1077,False,False,7.3426,4.77,,,,,,,,,,512.0,69.73,2.6,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,259,False,False,7.0925,4.79,,,,,,,,,,512.0,72.189,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,256,False,False,6.9975,4.8,,,,,,,,,,512.0,73.169,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,224,False,False,7.0197,4.8,,,,,,,,,,512.0,72.938,3.8,True,1.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,planner_chatbot,PLAN-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,222,False,False,7.0716,4.79,,,,,,,,,,512.0,72.402,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,56,False,False,0.926,5.0,,,,,,,,,,64.0,69.114,3.67,,,,,,,,,0.0,False,0.0,False,1.0,1.0,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,44,False,False,0.9275,5.0,,,,,,,,,,64.0,69.003,4.16,,,,,,,,,0.0,False,0.1,True,1.0,1.0,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,35,False,False,0.9277,5.0,,,,,,,,,,64.0,68.988,4.56,,,,,,,,,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,41,False,False,0.9331,5.0,,,,,,,,,,64.0,68.589,4.11,,,,,,,,,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,63,False,False,0.9359,5.0,,,,,,,,,,64.0,68.383,3.73,,,,,,,,,0.0,False,0.13333333333333333,False,1.0,1.0,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,81,False,False,0.9633,5.0,,,,,,,,,,64.0,66.438,4.11,,,,,,,,,0.0,False,0.0,True,0.9473684210526315,1.0,,,,,,,,,,
