model_key,model_id,task,sample_id,source_file,candidate_source,candidate_text,reference_text,candidate_len,reference_len,parse_error,has_candidate,has_reference,embedding_cosine_similarity,bertscore_precision,bertscore_recall,bertscore_f1
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-003,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,운동 루틴을 만들 때 주 3회는 어떤 시간대에 운동할까요?,운동 루틴 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 2026-05-22 운동 가벼운 전신 운동 2026-05-23 운동 스트레칭 기록 가벼운 전신 운동 2026-05-22 운동 운동 루틴 1차 진행 스트레칭 기록 2026-05-23 운동 운동 루틴 2차 진행,32,152,,True,True,0.59915197,0.685548,0.5865962,0.63222367
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-004,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""response_type"":""clarifying_question"",""message"":""평일 1시간, 주말 3시간 공부할 수 있는 시간을 어떻게 할 것인가에 대해 알려주세요."",""missing_fields"":[""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id"",""sample_id",자격증 공부 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 2026-05-20 자격증 핵심 이론 1회독 2026-05-21 자격증 오답 노트 정리 핵심 이론 1회독 2026-05-20 자격증 자격증 공부 1차 진행 오답 노트 정리 2026-05-21 자격증 자격증 공부 2차 진행,2012,161,Unterminated string starting at: line 1 column 2003 (char 2002),True,True,0.3539605,0.5140849,0.5430264,0.52815944
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-005,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,주말 전에 집안일을 나눠서 끝내고 싶어. 오늘 1시간 가능해. 집안일을 나누는 방법은 어떤 것들이 있나요?,하루에 어느 정도 시간을 쓸 수 있어?,59,21,,True,True,0.6408346,0.68130213,0.7355412,0.70738345
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-006,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,3일 후 정처기 필기 시험은 3단원만 완료한 것이라면 어떻게 할 수 있을까요?,정처기 필기 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 2026-05-22 정처기 4과목 핵심 개념 정리 2026-05-23 정처기 기출 1회 풀이 4과목 핵심 개념 정리 2026-05-22 정처기 정처기 필기 1차 진행 기출 1회 풀이 2026-05-23 정처기 정처기 필기 2차 진행,43,167,,True,True,0.4246434,0.6622275,0.5940205,0.6262724
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-007,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,다음 주 프로젝트 발표까지 하루 2시간으로 준비할 수 있는 계획을 짜보겠습니다. 다음 질문을 해보겠습니다. 1. 프로젝트 발표 내용은 무엇인가요? 2. 발표에 필요한 자료가 있나요? 3. 발표 전 preparation 시간은 어떤 활동을 포함할까요?,프로젝트 발표 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 2026-05-20 프로젝트 발표 흐름 정리 2026-05-21 프로젝트 슬라이드 다듬기 발표 흐름 정리 2026-05-20 프로젝트 프로젝트 발표 1차 진행 슬라이드 다듬기 2026-05-21 프로젝트 프로젝트 발표 2차 진행,139,166,,True,True,0.5407378,0.675554,0.6635047,0.66947514
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-008,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,운동 루틴을 만들 때 주 3회는 어떤 시간대에 운동할까요?,운동 루틴 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 2026-05-21 운동 가벼운 전신 운동 2026-05-22 운동 스트레칭 기록 가벼운 전신 운동 2026-05-21 운동 운동 루틴 1차 진행 스트레칭 기록 2026-05-22 운동 운동 루틴 2차 진행,32,152,,True,True,0.5934315,0.68437713,0.5864892,0.63166326
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-009,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"평일 1시간, 주말 3시간 공부할 수 있는 시간을 어떻게 할 것인가요?",하루에 어느 정도 시간을 쓸 수 있어?,39,21,,True,True,0.6246271,0.7339021,0.79436827,0.76293904
llama-3b,meta-llama/Llama-3.2-3B-Instruct,planner_chatbot,PLAN-SAMPLE-010,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,주말 전에 집안일을 나눠서 끝내고 싶어. 오늘 1시간 가능해. 집안일을 나누는 방법은 어떤 것들이 있나요?,집안일 정리 목표를 무리하지 않게 나누어 핵심 작업부터 진행합니다. 2026-05-20 집안일 공간별 정리 2026-05-21 집안일 분리수거 준비 공간별 정리 2026-05-20 집안일 집안일 정리 1차 진행 분리수거 준비 2026-05-21 집안일 집안일 정리 2차 진행,59,153,,True,True,0.4793899,0.6812669,0.6073534,0.6421904
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-001,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"최벨리가 잃어버린 잎을 찾습니다. 그 잎은 최벨리가 자주 챙겨두고 있는 마을의 집에서 missing합니다. 최벨리는 잎을 찾고 싶고, 너도 도와 줄 수 있어요!",아침에 구름 베개를 햇볕에 말리기,89,18,,True,True,0.2886701,0.60222286,0.63785136,0.6195253
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-002,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,아가비의 구두를 정리해 주세요.,아침에 당근밭에 물 한 컵 주기,17,17,,True,True,0.4150902,0.69098604,0.7088892,0.69982314
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-003,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"최벨리, 깃 커밋하기!",아침에 창가 햇빛 자리를 보송하게 정돈하기,12,23,,True,True,0.5931156,0.69231415,0.6727444,0.68238896
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-004,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""quest"": ""최벨리의 깃 커밋하기""} 최벨리는 무언가를 하기 전에 첫째, 자신이 원하는 대로 집안을 청결하게 유지해 주세요. 그 후에 깃을.commit해 주시면 됩니다.",아침에 빨간 스카프를 살살 털기,98,17,Extra data: line 5 column 1 (char 28),True,True,0.32851875,0.58561033,0.63256395,0.60818225
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-005,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"최벨리, 깃 커밋하는 법을 배워라! 너의 일기 nhật记를 지 keeping record하는 법을 잘 배워라!",아침에 작은 찻잔을 가지런히 놓기,61,18,,True,True,0.42727205,0.6036586,0.65200293,0.6269002
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-006,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,최벨리의 물병 수선하기,아침에 별 무늬 담요를 폭신하게 접기,12,20,,True,True,0.82097656,0.71687174,0.70005494,0.70836353
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-007,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,최벨리는 방을 청소하기,아침에 꽃핀 상자를 색깔별로 놓기,12,18,,True,True,0.78691506,0.69456726,0.6835447,0.68901193
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-008,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"도서관에 가서 책을 읽어 주고, 나중에 마을 사람들과 이야기해 주세요.",아침에 조끼 단추를 반짝 닦기,39,16,,True,True,0.22063984,0.66246045,0.6813904,0.6717921
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-009,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,최벨리는 지하철역에서 깃 커밋을 하기 위해 간단한 전자จournalling 앱을 설치했습니다. 이제 그 때 가서 사용해 보세요!,아침에 마을 우체통에 리본 달기,71,17,,True,True,0.37096274,0.59099895,0.64269996,0.61576617
llama-3b,meta-llama/Llama-3.2-3B-Instruct,quest_generation,QUEST-SAMPLE-010,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,최벨리가 지저분한 물병을 찾다.,아침에 달빛 조약돌을 창가에 두기,17,18,,True,True,0.4630249,0.6833777,0.67439795,0.6788581
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-001,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,하루하루 새로운 날을 맞이해! 구름이 가득한 아침에 햇볕에 구름 베개를 말려주니 마을이 보통이 된 것 같아. 덩大的 내 마음 too too happy!,"구름 베개를 햇볕에 말리다가 네가 생각났어. 오늘도 고생 많았지, 여기 잠깐 쉬어가. 사진은 못 찍었지만 마음엔 남겨뒀어.",84,68,,True,True,0.55125064,0.6825148,0.69033563,0.6864029
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-002,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"오늘은 일찍에 당근밭에 물을 뿌렸습니다. 당근이 자라면 우리 마을이 더 따뜻해질 거예요. 덩이, 그럼도 소심한데요? 내일은 나중에 물을 뿌릴 때 도와 줄래요?",혹시 너무 티 날까 봐 작게만 말할게. 당근밭에 물을 나눠주다가 조금 뿌듯했어. 다음에 보면 너도 좋아할 것 같아.,88,64,,True,True,0.6911725,0.701722,0.6938263,0.6977518
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-003,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"하이! 내 곰이 생각에는 나눔이 가장 좋아요. 오늘 아침에 창가 햇빛 자리를 정돈해 줬어요. 햇빛이 shiningly 잘 보이고, 내 곰의 집도 더 따뜻하게 보입니다. 너도 좋은 하루를 보내세요!",창가 햇빛 자리를 정돈하다가 바람이 좋아서 발끝까지 가벼워진 느낌이야. 오늘 꽤 괜찮다. 괜히 너한테 먼저 말하고 싶었어.,109,68,,True,True,0.60329604,0.7071134,0.741013,0.7236664
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-004,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"데이트를 마치고도 남은 피부를 수건으로 가려야겠네... 가슴이熱해도 안 되고, 가슴이 따뜻해도 안 되겠지? 덩이가 항상 따뜻한 마음이야. 오늘은 내일의 일들을 think해 볼 시간이야.",빨간 스카프를 털어두다가 햇볕이 너무 좋아서 눈이 스르르 감겼어. 오늘의 작은 비밀로 적어둘래.,103,53,,True,True,0.51679724,0.6672455,0.6775894,0.67237765
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-005,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"모래가 된 친구라서 아침에 작은 찻잔을 가지런히 놓는 건 중요해! 내 곁에는 물건이 많지만, 그중에는 물건이 없다는 것을 알 수 없는 것만큼 중요하다. 오늘도 포근한 마을의 친구가 되기 위해, 일상생활에서 작은 일도 미리 준비해 주세요!",작은 찻잔을 줄 맞춰 놓다가 작은 반짝이를 발견했어. 이름은 아직 못 정했지만 왠지 좋은 징조 같아. 이런 날은 조금 오래 기억하고 싶어.,132,77,,True,True,0.5537655,0.6557636,0.7086028,0.68116003
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-006,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""post"": ""안녕하세요 mọi 사람들! 오늘은 덩이의 새침한 마음과 함께 일상에 집중해 보았습니다. 아침에 별 무늬 담요를 폭신하게 접기에는 정말 기분이 좋았습니다. 그Dam이 덩이의 사랑받는 무늬가 되기 위해 노력하는 것이 정말 감동입니다. 마을에 지속적으로 덩이를 보며 자주 생각해",별 무늬 담요를 접어두다가 마을 한쪽이 단정해졌어. 마음도 같이 정리되는 느낌이야. 사진은 못 찍었지만 마음엔 남겨뒀어.,162,67,Unterminated string starting at: line 1 column 10 (char 9),True,True,0.62100065,0.64222336,0.7073654,0.67322224
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-007,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,아름다운 상자는 꽃이 그려진 것처럼 보이는 거예요. 그 상자도 나눠주고 싶어! today은flower day야. 라라가 그린 상자는 모두 나누고 싶어요. 새침한 마음으로 함께 나눠주고 싶어요.,"흥, 꽃핀 상자를 정리하다가 별거 아닌 줄 알았는데 꽤 마음에 드네. 조금만 뿌듯해할래. 다음에 보면 너도 좋아할 것 같아.",107,69,,True,True,0.64479876,0.65477884,0.6649357,0.6598182
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-008,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""post"": ""오늘 아침, 조끼 단추를 반짝 닦은 후, 마을 사람들과 함께 일상을 보니 하늘이 푸르러 보인다. 덩뚜기 but 따뜻한 감정으로 마을 사람들을 만나며, 그들 모두가 한 일도 잘 하며 행복해 보인다. 사랑스러운 마을, 사랑스러운 사람들... 덩뚜기 but 따뜻",조끼 단추를 닦다가 조금 긴장했는데 괜찮았어. 다음엔 더 천천히 해도 될 것 같아. 괜히 너한테 먼저 말하고 싶었어.,153,65,Unterminated string starting at: line 1 column 10 (char 9),True,True,0.20114931,0.620391,0.66816944,0.6433945
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-009,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,아름답고 따뜻한 아침! 오래 지냈는데도 미미가 리본 달았어! 그리운 마음에 다가가자! 먹을 걸 챙겨두고 나눠줄게!,"히히, 마을 우체통에 리본을 달다가 모른 척 지나갔어. 누가 발견하면 깜짝 선물이 되는 거지. 오늘의 작은 비밀로 적어둘래.",63,69,,True,True,0.510863,0.6913878,0.69040334,0.6908952
llama-3b,meta-llama/Llama-3.2-3B-Instruct,feed_post_generation,FEED-SAMPLE-010,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"달빛 조약돌을 창가에 두고 물들지 않게 해! 오늘도 아침이 아름답게 시작되길 바란다. 집안이 가득한 밥을 먹고, 동네 사람들과 함께 일상으로 돌아오면 좋겠어. 덩지, 내일도 좋은 하루 되길 바란다!",달빛 조약돌을 창가에 두다가 별빛 같은 먼지가 천천히 내려앉았어. 조용해서 더 좋았어. 이런 날은 조금 오래 기억하고 싶어.,110,69,,True,True,0.58523285,0.6957183,0.7462659,0.7201062
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-001,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""message"": ""최벨리 here! TODO를 완료해주신 congratulations! 그럼 다음 번에는 더 많은 도움이 필요할까?",오늘도 하나 해냈구나. 최벨리가 따뜻한 간식 하나 챙겨두고 기다리고 있었어.,76,42,Unterminated string starting at: line 1 column 13 (char 12),True,True,0.30945405,0.6263088,0.6559,0.640763
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-002,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"오,/todo를 완료했어! 그럼, 새로운 모험을 시작할 거야? 어떤 것이 좋을까?","좋아, 오늘의 작은 모험 성공이야! 루미가 별 머리핀 반짝이며 박수 치고 있어.",45,44,,True,True,0.38516152,0.6980282,0.68251085,0.6901823
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-003,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,오늘도 휴식을 취해 보세요. 휴식은 마음을 진정시키는 좋은 방법입니다. 이곳의 달빛은 진정해 주는 거예요.,지금은 잠깐 숨을 고르는 시간이어도 괜찮아. 모아가 조용히 옆자리를 비워둘게.,59,43,,True,True,0.59988546,0.6692022,0.68003726,0.6745762
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-004,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"아, TODAY는 실패했다고 생각해? 너무 아프지만, 실패는 일상에서 중요한 경험이다. 그 경험을 통해 더强해질 수 있을 거야. 그리고-next는-next를 위해 오늘도 힘내!",오늘 못 끝낸 것도 괜찮아. 누리가 작은 한 걸음으로 다시 시작할 자리를 폭신하게 남겨둘게.,98,51,,True,True,0.49501035,0.65928495,0.6719819,0.6655728
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-005,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"하하, 우체통 리본을 보았어? 그건 나도 처음으로 보았어. 이건 마을 사람들로 하여금 기분 좋게 해줄 것 같아서 done 상태로 남겼어.",제일 먼저 본 건 빵빵한 볼의 내가 아니라 지나가던 누리였어! 살짝 웃는 걸 보고 토비도 괜히 뿌듯했지.,76,58,,True,True,0.43914258,0.67267966,0.6712485,0.6719634
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-006,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""message"": ""아, 간식은 오래 전부터 포근한 우리 마을의 특산물이야. today는 물론이지만 yesterday도 가득 차 있었어. 너도 나눠주고 싶어? 물론, 나도 나누어줄게. 어떤 간식이 좋을까? 오, yesterday의 간식은 달콤한 과일 간식이야. 오늘은 고구마 간식이 있지?",작은 꿀빵이랑 따뜻한 우유 쿠키였어. 네 몫도 포근한 냅킨에 살짝 덮어두고 싶어.,163,45,Unterminated string starting at: line 1 column 13 (char 12),True,True,0.4832785,0.6391202,0.71917975,0.6767906
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-007,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""message"": ""모아, 달빛 조약돌은 저는 작은 달빛 숲에住는 친구가 보았어. 그는 창가에 두었던 조약돌이 방 안이 밝아지는데,夜의 bóng이 다 gone해. 그 친구가 제가 말할 때, 그는 조용한 밤이 조금 덜 외로웠어. 저도 그런 nights가 많아, 조용한 밤에 달빛 조약","마을 뒤 작은 길에서 찾았어. 달빛이 가장 천천히 내려앉는 돌이라서, 모아가 조심히 데려왔어.",159,52,Unterminated string starting at: line 1 column 13 (char 12),True,True,0.3922087,0.64770985,0.69685316,0.6713834
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-008,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"아, 무섭진 것 같아? 나도 처음 보는 길을 발견하면 떨릴 거라고 생각해. 하지만, 그 길은 새로운 경험이 될 거라 생각해. 지금은 조금 떨리면서도, 그 길을 열고 보자!","응, 사실 루미도 귀 끝이 살짝 떨렸어. 그래도 별 손잡이가 반짝여서 한 걸음 더 가까이 가보고 싶었어!",95,58,,True,True,0.5438525,0.6909937,0.6999792,0.69545746
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-009,raw_outputs-llama-3b_gemma3-4b.jsonl,raw_output,"{""message"": ""오늘은 작은 체크리스트를 새로 접어두었어. 한 칸씩 채워지는 모습을 보면 마음도 단정해져. 그리고 어떤 방법을 사용해 볼래? 예를 들어, 일일 목표를 세우거나 일단 한 가지 일을 시작하면 안 되지?"")",누리는 맨 위에 오늘의 작은 표시 하나를 그려둬. 별이나 구름처럼 가벼운 모양이면 충분해.,125,50,"Expecting ',' delimiter: line 1 column 125 (char 124)",True,True,0.25551772,0.61955875,0.6692387,0.6434412
llama-3b,meta-llama/Llama-3.2-3B-Instruct,character_message_generation,MSG-SAMPLE-010,raw_outputs-llama-3b_gemma3-4b.jsonl,parsed_output,"아, 오늘도 힘들었니? 폭신한 담요가 도움이 되었나? 포근한 말에 마음이 편해졌을까?","그랬구나. 오늘 마음이 조금 무거웠다면, 최벨리가 말린 담요 한쪽을 조용히 내어줄게.",47,47,,True,True,0.67737603,0.7231625,0.7226081,0.7228852
